Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama
2024,Şubat,20,2024-02-20,Kredi Kartı,2324.3,Fatura,Su
2024,Şubat,8,2024-02-08,Dijital Cüzdan,5384.8,Ulaşım,Benzin
2024,Şubat,21,2024-02-21,Banka Kartı,6181.4,Giyim,Kıyafet
2024,Haziran,8,2024-06-08,Nakit,5053.44,Gıda,Market alışverişi
2024,Mart,24,2024-03-24,Nakit,3628.32,Ulaşım,Araç kiralama
2024,Nisan,11,2024-04-11,Nakit,2734.55,Abonelikler,Online hizmet
2024,Nisan,22,2024-04-22,Kredi Kartı,5865.23,Abonelikler,Dergi
2024,Şubat,12,2024-02-12,Banka Kartı,63.04,Gıda,Restoran
2024,Ocak,20,2024-01-20,Kredi Kartı,4703.16,Abonelikler,Yazılım
2024,Nisan,25,2024-04-25,Banka Kartı,2925.02,Giyim,Aksesuar
2024,Mayıs,22,2024-05-22,Nakit,4993.81,Sağlık,Doktor
2024,Ocak,7,2024-01-07,Dijital Cüzdan,4533.41,Gıda,Market alışverişi
2024,Mayıs,13,2024-05-13,Banka Kartı,6842.39,Eğlence,Sinema
2024,Haziran,30,2024-06-30,Dijital Cüzdan,3859.9,Gıda,Yemek
2024,Haziran,7,2024-06-07,Dijital Cüzdan,4109.66,Abonelikler,Online hizmet
2024,Mart,21,2024-03-21,Dijital Cüzdan,7685.05,Eğlence,Konser
2024,Mayıs,1,2024-05-01,Kredi Kartı,5862.54,Sağlık,İlaç
2024,Haziran,9,2024-06-09,Banka Kartı,1.0,Eğlence,Konser
2024,Ocak,6,2024-01-06,Banka Kartı,1787.79,Abonelikler,Yazılım
2024,Mayıs,13,2024-05-13,Banka Kartı,6499.23,Gıda,Market alışverişi
2024,Ocak,6,2024-01-06,Kredi Kartı,11630.99,Ulaşım,Toplu taşıma
2024,Şubat,29,2024-02-29,Dijital Cüzdan,7082.57,Fatura,Su
2024,Mayıs,27,2024-05-27,Banka Kartı,2608.09,Abonelikler,Online hizmet
2024,Şubat,6,2024-02-06,Kredi Kartı,1986.21,Ulaşım,Benzin
2024,Mayıs,31,2024-05-31,Nakit,4372.24,Giyim,Ayakkabı
2024,Haziran,30,2024-06-30,Nakit,10827.62,Ulaşım,Benzin
2024,Şubat,2,2024-02-02,Dijital Cüzdan,1.0,Gıda,Market alışverişi
2024,Haziran,17,2024-06-17,Kredi Kartı,1491.13,Gıda,Market alışverişi
2024,Ocak,11,2024-01-11,Nakit,7309.23,Giyim,Ayakkabı
2024,Mart,19,2024-03-19,Nakit,7987.34,Sağlık,İlaç
2024,Haziran,24,2024-06-24,Nakit,5376.13,Abonelikler,Dergi
2024,Ocak,24,2024-01-24,Banka Kartı,5293.58,Ulaşım,Toplu taşıma
2024,Mart,24,2024-03-24,Dijital Cüzdan,10928.57,Eğlence,Etkinlik
2024,Mayıs,21,2024-05-21,Kredi Kartı,8370.36,Ulaşım,Toplu taşıma
2024,Haziran,4,2024-06-04,Dijital Cüzdan,2372.15,Eğlence,Sinema
2024,Haziran,14,2024-06-14,Nakit,4024.58,Ulaşım,Toplu taşıma
2024,Ocak,9,2024-01-09,Banka Kartı,5877.83,Ulaşım,Benzin
2024,Nisan,1,2024-04-01,Banka Kartı,10061.77,Gıda,Restoran
2024,Mart,25,2024-03-25,Banka Kartı,5412.56,Ulaşım,Araç kiralama
2024,Ocak,17,2024-01-17,Kredi Kartı,6388.94,Giyim,Ayakkabı
2024,Ocak,18,2024-01-18,Dijital Cüzdan,3552.38,Gıda,Yemek
2024,Haziran,20,2024-06-20,Nakit,998.54,Sağlık,Hastane
2024,Nisan,3,2024-04-03,Nakit,5763.65,Eğlence,Konser
2024,Mart,17,2024-03-17,Nakit,2321.32,Ulaşım,Benzin
2024,Haziran,26,2024-06-26,Dijital Cüzdan,2345.42,Eğlence,Konser
2024,Mayıs,30,2024-05-30,Banka Kartı,2482.66,Sağlık,Hastane
2024,Nisan,14,2024-04-14,Banka Kartı,7093.8,Fatura,Doğalgaz
2024,Mart,14,2024-03-14,Kredi Kartı,5772.69,Gıda,Yemek
2024,Ocak,26,2024-01-26,Kredi Kartı,7114.25,Giyim,Ayakkabı
2024,Ocak,1,2024-01-01,Dijital Cüzdan,1.0,Fatura,Elektrik
2024,Mayıs,19,2024-05-19,Banka Kartı,2659.9,Giyim,Ayakkabı
2024,Haziran,14,2024-06-14,Banka Kartı,4614.88,Fatura,Doğalgaz
2024,Mart,7,2024-03-07,Banka Kartı,7795.28,Eğlence,Etkinlik
2024,Nisan,17,2024-04-17,Banka Kartı,6021.73,Eğlence,Sinema
2024,Şubat,21,2024-02-21,Kredi Kartı,8343.86,Ulaşım,Benzin
2024,Şubat,24,2024-02-24,Kredi Kartı,3064.12,Fatura,Su
2024,Ocak,1,2024-01-01,Nakit,3286.4,Sağlık,İlaç
2024,Şubat,7,2024-02-07,Banka Kartı,2187.02,Gıda,Restoran
2024,Haziran,7,2024-06-07,Banka Kartı,1232.92,Ulaşım,Araç kiralama
2024,Nisan,14,2024-04-14,Nakit,6247.47,Giyim,Ayakkabı
2024,Ocak,27,2024-01-27,Dijital Cüzdan,5916.41,Fatura,Su
2024,Şubat,4,2024-02-04,Kredi Kartı,1.0,Abonelikler,Online hizmet
2024,Ocak,27,2024-01-27,Dijital Cüzdan,6512.7,Giyim,Ayakkabı
2024,Mart,7,2024-03-07,Banka Kartı,5124.43,Abonelikler,Dergi
2024,Mart,23,2024-03-23,Banka Kartı,6671.35,Abonelikler,Dergi
2024,Haziran,17,2024-06-17,Dijital Cüzdan,5092.91,Giyim,Kıyafet
2024,Nisan,30,2024-04-30,Nakit,102.47,Gıda,Restoran
2024,Mart,12,2024-03-12,Nakit,1374.94,Eğlence,Etkinlik
2024,Mart,31,2024-03-31,Dijital Cüzdan,2406.84,Eğlence,Sinema
2024,Haziran,10,2024-06-10,Nakit,6090.33,Sağlık,Hastane
2024,Mayıs,8,2024-05-08,Nakit,4747.9,Giyim,Kıyafet
2024,Nisan,15,2024-04-15,Kredi Kartı,8231.73,Giyim,Ayakkabı
2024,Haziran,12,2024-06-12,Kredi Kartı,4569.04,Sağlık,Doktor
2024,Haziran,25,2024-06-25,Banka Kartı,4903.92,Eğlence,Etkinlik
2024,Şubat,24,2024-02-24,Kredi Kartı,1629.96,Ulaşım,Toplu taşıma
2024,Nisan,4,2024-04-04,Nakit,9401.37,Ulaşım,Toplu taşıma
2024,Mayıs,9,2024-05-09,Nakit,6691.66,Eğlence,Etkinlik
2024,Ocak,2,2024-01-02,Banka Kartı,3385.95,Eğlence,Etkinlik
2024,Haziran,8,2024-06-08,Kredi Kartı,3349.02,Fatura,Doğalgaz
2024,Şubat,8,2024-02-08,Dijital Cüzdan,7076.45,Fatura,Doğalgaz
2024,Mayıs,27,2024-05-27,Dijital Cüzdan,1093.05,Fatura,Doğalgaz
2024,Haziran,28,2024-06-28,Banka Kartı,4989.53,Sağlık,İlaç
2024,Şubat,7,2024-02-07,Kredi Kartı,2940.68,Ulaşım,Toplu taşıma
2024,Mayıs,4,2024-05-04,Dijital Cüzdan,4337.95,Eğlence,Etkinlik
2024,Mart,25,2024-03-25,Kredi Kartı,4041.08,Eğlence,Etkinlik
2024,Nisan,19,2024-04-19,Dijital Cüzdan,3261.25,Eğlence,Sinema
2024,Mart,24,2024-03-24,Dijital Cüzdan,1742.63,Abonelikler,Dergi
2024,Nisan,15,2024-04-15,Banka Kartı,5717.59,Fatura,Doğalgaz
2024,Şubat,7,2024-02-07,Dijital Cüzdan,6576.12,Sağlık,Hastane
2024,Ocak,26,2024-01-26,Banka Kartı,2393.18,Gıda,Market alışverişi
2024,Şubat,13,2024-02-13,Dijital Cüzdan,8001.23,Giyim,Ayakkabı
2024,Ocak,17,2024-01-17,Kredi Kartı,6580.62,Gıda,Restoran
2024,Haziran,22,2024-06-22,Kredi Kartı,7842.12,Abonelikler,Dergi
2024,Mart,28,2024-03-28,Kredi Kartı,6345.16,Fatura,Doğalgaz
2024,Ocak,8,2024-01-08,Dijital Cüzdan,5546.45,Fatura,Su
2024,Nisan,1,2024-04-01,Dijital Cüzdan,4085.43,Fatura,Su
2024,Şubat,21,2024-02-21,Banka Kartı,2827.84,Eğlence,Konser
2024,Mayıs,1,2024-05-01,Nakit,5785.43,Fatura,Doğalgaz
2024,Haziran,30,2024-06-30,Dijital Cüzdan,3247.75,Sağlık,Hastane
2024,Nisan,25,2024-04-25,Nakit,4468.76,Ulaşım,Toplu taşıma
2024,Nisan,4,2024-04-04,Kredi Kartı,6564.91,Abonelikler,Yazılım
2024,Nisan,14,2024-04-14,Dijital Cüzdan,7052.32,Abonelikler,Yazılım
2024,Ocak,18,2024-01-18,Nakit,1859.63,Abonelikler,Online hizmet
2024,Mart,10,2024-03-10,Nakit,10638.68,Eğlence,Sinema
2024,Haziran,21,2024-06-21,Nakit,6741.02,Abonelikler,Online hizmet
2024,Haziran,27,2024-06-27,Nakit,4530.07,Abonelikler,Dergi
2024,Mart,17,2024-03-17,Banka Kartı,5030.68,Ulaşım,Araç kiralama
2024,Mayıs,16,2024-05-16,Nakit,3419.94,Sağlık,Doktor
2024,Nisan,14,2024-04-14,Kredi Kartı,3708.65,Gıda,Market alışverişi
2024,Mart,16,2024-03-16,Dijital Cüzdan,2802.17,Sağlık,Hastane
2024,Ocak,3,2024-01-03,Nakit,6265.45,Fatura,Su
2024,Şubat,7,2024-02-07,Nakit,3040.16,Sağlık,İlaç
2024,Şubat,8,2024-02-08,Nakit,4501.24,Gıda,Market alışverişi
2024,Ocak,16,2024-01-16,Nakit,2697.5,Fatura,Doğalgaz
2024,Şubat,20,2024-02-20,Dijital Cüzdan,3497.49,Sağlık,İlaç
2024,Ocak,14,2024-01-14,Banka Kartı,5095.08,Ulaşım,Araç kiralama
2024,Şubat,3,2024-02-03,Nakit,5205.04,Ulaşım,Toplu taşıma
2024,Nisan,26,2024-04-26,Kredi Kartı,4183.62,Ulaşım,Benzin
2024,Mayıs,5,2024-05-05,Nakit,6344.49,Fatura,Doğalgaz
2024,Nisan,24,2024-04-24,Banka Kartı,4210.05,Ulaşım,Araç kiralama
2024,Şubat,25,2024-02-25,Kredi Kartı,1980.47,Gıda,Market alışverişi
2024,Ocak,16,2024-01-16,Dijital Cüzdan,7783.41,Gıda,Market alışverişi
2024,Şubat,10,2024-02-10,Kredi Kartı,5907.03,Abonelikler,Yazılım
2024,Mart,19,2024-03-19,Nakit,8514.22,Abonelikler,Online hizmet
2024,Ocak,20,2024-01-20,Kredi Kartı,2642.35,Fatura,Elektrik
2024,Haziran,20,2024-06-20,Kredi Kartı,1.0,Sağlık,Hastane
2024,Haziran,28,2024-06-28,Kredi Kartı,2503.25,Eğlence,Sinema
2024,Mart,26,2024-03-26,Nakit,5716.04,Gıda,Yemek
2024,Nisan,23,2024-04-23,Nakit,4280.05,Gıda,Market alışverişi
2024,Haziran,10,2024-06-10,Banka Kartı,5175.95,Gıda,Market alışverişi
2024,Şubat,18,2024-02-18,Nakit,5259.68,Gıda,Market alışverişi
2024,Mart,3,2024-03-03,Nakit,3982.62,Giyim,Ayakkabı
2024,Ocak,30,2024-01-30,Banka Kartı,8253.74,Abonelikler,Yazılım
2024,Haziran,11,2024-06-11,Dijital Cüzdan,5617.17,Ulaşım,Araç kiralama
2024,Nisan,14,2024-04-14,Nakit,7993.27,Gıda,Market alışverişi
2024,Mayıs,23,2024-05-23,Kredi Kartı,1.0,Eğlence,Konser
2024,Mart,17,2024-03-17,Nakit,8483.29,Ulaşım,Toplu taşıma
2024,Nisan,12,2024-04-12,Dijital Cüzdan,3747.61,Ulaşım,Toplu taşıma
2024,Ocak,9,2024-01-09,Dijital Cüzdan,8641.96,Gıda,Market alışverişi
2024,Nisan,10,2024-04-10,Banka Kartı,3178.52,Ulaşım,Benzin
2024,Nisan,21,2024-04-21,Dijital Cüzdan,5307.59,Eğlence,Sinema
2024,Nisan,3,2024-04-03,Banka Kartı,3754.77,Fatura,Doğalgaz
2024,Ocak,28,2024-01-28,Dijital Cüzdan,156.85,Gıda,Yemek
2024,Nisan,7,2024-04-07,Banka Kartı,4554.04,Ulaşım,Benzin
2024,Mart,12,2024-03-12,Kredi Kartı,6227.25,Gıda,Market alışverişi
2024,Ocak,15,2024-01-15,Nakit,3697.26,Giyim,Kıyafet
2024,Mayıs,21,2024-05-21,Kredi Kartı,4655.93,Giyim,Kıyafet
2024,Nisan,3,2024-04-03,Kredi Kartı,5621.21,Fatura,Doğalgaz
2024,Nisan,5,2024-04-05,Dijital Cüzdan,7235.44,Fatura,Elektrik
2024,Şubat,5,2024-02-05,Dijital Cüzdan,3838.52,Giyim,Ayakkabı
2024,Haziran,15,2024-06-15,Nakit,9231.67,Gıda,Restoran
2024,Ocak,4,2024-01-04,Banka Kartı,2665.34,Abonelikler,Online hizmet
2024,Mart,19,2024-03-19,Nakit,10246.79,Fatura,Elektrik
2024,Şubat,2,2024-02-02,Banka Kartı,7388.55,Sağlık,Hastane
2024,Mayıs,25,2024-05-25,Kredi Kartı,4381.93,Abonelikler,Online hizmet
2024,Ocak,11,2024-01-11,Dijital Cüzdan,3387.66,Sağlık,İlaç
2024,Haziran,5,2024-06-05,Kredi Kartı,423.48,Ulaşım,Toplu taşıma
2024,Şubat,22,2024-02-22,Dijital Cüzdan,6106.44,Abonelikler,Online hizmet
2024,Mart,15,2024-03-15,Banka Kartı,14068.42,Gıda,Yemek
2024,Ocak,14,2024-01-14,Nakit,5799.26,Sağlık,İlaç
2024,Haziran,23,2024-06-23,Banka Kartı,1.0,Abonelikler,Online hizmet
2024,Mayıs,23,2024-05-23,Kredi Kartı,5119.26,Sağlık,İlaç
2024,Nisan,19,2024-04-19,Banka Kartı,4104.23,Sağlık,İlaç
2024,Şubat,18,2024-02-18,Dijital Cüzdan,901.54,Abonelikler,Online hizmet
2024,Haziran,19,2024-06-19,Dijital Cüzdan,737.32,Sağlık,Hastane
2024,Şubat,23,2024-02-23,Kredi Kartı,8191.18,Gıda,Yemek
2024,Mayıs,8,2024-05-08,Dijital Cüzdan,4749.79,Giyim,Aksesuar
2024,Mart,30,2024-03-30,Kredi Kartı,6707.41,Ulaşım,Benzin
2024,Ocak,1,2024-01-01,Nakit,6973.03,Fatura,Su
2024,Ocak,7,2024-01-07,Dijital Cüzdan,8416.19,Eğlence,Sinema
2024,Haziran,28,2024-06-28,Banka Kartı,4465.48,Giyim,Ayakkabı
2024,Şubat,17,2024-02-17,Dijital Cüzdan,9198.69,Gıda,Market alışverişi
2024,Haziran,25,2024-06-25,Nakit,4093.36,Ulaşım,Toplu taşıma
2024,Nisan,6,2024-04-06,Banka Kartı,7771.7,Giyim,Aksesuar
2024,Ocak,20,2024-01-20,Dijital Cüzdan,5052.18,Sağlık,Doktor
2024,Ocak,29,2024-01-29,Kredi Kartı,5279.91,Fatura,Doğalgaz
2024,Ocak,27,2024-01-27,Nakit,5051.22,Abonelikler,Yazılım
2024,Ocak,19,2024-01-19,Kredi Kartı,1588.38,Gıda,Yemek
2024,Nisan,15,2024-04-15,Kredi Kartı,5170.52,Gıda,Yemek
2024,Şubat,29,2024-02-29,Kredi Kartı,1614.88,Ulaşım,Toplu taşıma
2024,Şubat,19,2024-02-19,Banka Kartı,7464.58,Giyim,Ayakkabı
2024,Mart,5,2024-03-05,Dijital Cüzdan,1985.83,Giyim,Aksesuar
2024,Mayıs,25,2024-05-25,Banka Kartı,4226.08,Eğlence,Konser
2024,Haziran,27,2024-06-27,Dijital Cüzdan,4253.01,Fatura,Doğalgaz
2024,Nisan,1,2024-04-01,Banka Kartı,2704.96,Gıda,Yemek
2024,Mayıs,20,2024-05-20,Kredi Kartı,8933.37,Sağlık,Doktor
2024,Nisan,18,2024-04-18,Banka Kartı,440.63,Sağlık,Doktor
2024,Nisan,8,2024-04-08,Dijital Cüzdan,6753.05,Abonelikler,Online hizmet
2024,Şubat,14,2024-02-14,Nakit,5296.29,Ulaşım,Araç kiralama
2024,Şubat,18,2024-02-18,Banka Kartı,11107.1,Abonelikler,Dergi
2024,Ocak,19,2024-01-19,Nakit,7394.53,Gıda,Market alışverişi
2024,Mayıs,29,2024-05-29,Kredi Kartı,8562.22,Ulaşım,Toplu taşıma
2024,Haziran,4,2024-06-04,Kredi Kartı,2122.86,Sağlık,İlaç
2024,Mayıs,12,2024-05-12,Kredi Kartı,4819.76,Ulaşım,Toplu taşıma
2024,Ocak,27,2024-01-27,Nakit,3950.59,Fatura,Elektrik
2024,Mart,24,2024-03-24,Kredi Kartı,1.0,Gıda,Restoran
2024,Mart,28,2024-03-28,Nakit,55.1,Sağlık,Doktor
2024,Mart,27,2024-03-27,Kredi Kartı,8577.31,Eğlence,Konser
2024,Ocak,12,2024-01-12,Dijital Cüzdan,2628.86,Sağlık,İlaç
2024,Ocak,13,2024-01-13,Kredi Kartı,4518.96,Gıda,Market alışverişi
2024,Haziran,27,2024-06-27,Banka Kartı,3308.58,Gıda,Market alışverişi
2024,Haziran,29,2024-06-29,Banka Kartı,1747.52,Gıda,Yemek
2024,Haziran,10,2024-06-10,Banka Kartı,3531.15,Eğlence,Etkinlik
2024,Şubat,24,2024-02-24,Dijital Cüzdan,8270.48,Eğlence,Etkinlik
2024,Nisan,13,2024-04-13,Nakit,3294.29,Abonelikler,Dergi
2024,Nisan,1,2024-04-01,Kredi Kartı,1166.82,Abonelikler,Dergi
2024,Nisan,28,2024-04-28,Dijital Cüzdan,3944.77,Giyim,Aksesuar
2024,Şubat,23,2024-02-23,Dijital Cüzdan,9871.22,Giyim,Ayakkabı
2024,Haziran,3,2024-06-03,Dijital Cüzdan,3856.27,Giyim,Ayakkabı
2024,Mart,8,2024-03-08,Dijital Cüzdan,1.0,Gıda,Market alışverişi
2024,Mayıs,30,2024-05-30,Dijital Cüzdan,2397.13,Giyim,Aksesuar
2024,Nisan,23,2024-04-23,Banka Kartı,2156.82,Giyim,Aksesuar
2024,Mart,25,2024-03-25,Banka Kartı,3062.46,Sağlık,Doktor
2024,Nisan,18,2024-04-18,Kredi Kartı,3794.76,Gıda,Yemek
2024,Şubat,19,2024-02-19,Banka Kartı,7330.3,Sağlık,Hastane
2024,Nisan,25,2024-04-25,Nakit,6459.74,Gıda,Restoran
2024,Nisan,5,2024-04-05,Nakit,4538.85,Gıda,Yemek
2024,Mart,5,2024-03-05,Banka Kartı,6879.46,Fatura,Su
2024,Ocak,18,2024-01-18,Nakit,6761.7,Fatura,Su
2024,Mart,29,2024-03-29,Nakit,852.54,Gıda,Restoran
2024,Nisan,16,2024-04-16,Nakit,9320.99,Gıda,Market alışverişi
2024,Mart,2,2024-03-02,Dijital Cüzdan,2988.27,Gıda,Market alışverişi
2024,Şubat,18,2024-02-18,Banka Kartı,1347.0,Fatura,Su
2024,Şubat,8,2024-02-08,Banka Kartı,6633.07,Fatura,Doğalgaz
2024,Haziran,23,2024-06-23,Nakit,8047.9,Ulaşım,Benzin
2024,Ocak,19,2024-01-19,Kredi Kartı,1780.98,Abonelikler,Yazılım
2024,Mart,7,2024-03-07,Kredi Kartı,579.15,Ulaşım,Toplu taşıma
2024,Mart,13,2024-03-13,Nakit,5548.79,Fatura,Doğalgaz
2024,Ocak,26,2024-01-26,Kredi Kartı,5678.53,Abonelikler,Dergi
2024,Şubat,19,2024-02-19,Nakit,3156.84,Ulaşım,Toplu taşıma
2024,Mart,14,2024-03-14,Kredi Kartı,6635.34,Sağlık,İlaç
2024,Nisan,18,2024-04-18,Kredi Kartı,2843.21,Sağlık,Doktor
2024,Ocak,27,2024-01-27,Dijital Cüzdan,3836.2,Ulaşım,Toplu taşıma
2024,Nisan,12,2024-04-12,Kredi Kartı,1.0,Ulaşım,Toplu taşıma
2024,Haziran,10,2024-06-10,Nakit,5516.52,Giyim,Ayakkabı
2024,Ocak,8,2024-01-08,Banka Kartı,9705.05,Fatura,Doğalgaz
2024,Mayıs,21,2024-05-21,Kredi Kartı,5510.24,Ulaşım,Toplu taşıma
2024,Ocak,21,2024-01-21,Kredi Kartı,4840.62,Gıda,Restoran
2024,Şubat,28,2024-02-28,Nakit,8588.08,Giyim,Aksesuar
2024,Mart,9,2024-03-09,Nakit,947.06,Gıda,Restoran
2024,Nisan,21,2024-04-21,Dijital Cüzdan,7707.59,Sağlık,Doktor
2024,Nisan,28,2024-04-28,Nakit,10712.71,Gıda,Market alışverişi
2024,Mayıs,4,2024-05-04,Dijital Cüzdan,7426.32,Abonelikler,Yazılım
2024,Haziran,6,2024-06-06,Banka Kartı,3731.96,Abonelikler,Yazılım
2024,Şubat,6,2024-02-06,Nakit,683.27,Abonelikler,Yazılım
2024,Nisan,22,2024-04-22,Nakit,6131.23,Abonelikler,Yazılım
2024,Mayıs,7,2024-05-07,Dijital Cüzdan,7160.8,Ulaşım,Toplu taşıma
2024,Şubat,9,2024-02-09,Kredi Kartı,4187.26,Fatura,Doğalgaz
2024,Haziran,26,2024-06-26,Dijital Cüzdan,2411.9,Eğlence,Sinema
2024,Mayıs,30,2024-05-30,Banka Kartı,3844.86,Ulaşım,Benzin
2024,Haziran,30,2024-06-30,Nakit,1.0,Giyim,Aksesuar
2024,Mart,4,2024-03-04,Nakit,11693.91,Ulaşım,Araç kiralama
2024,Mart,28,2024-03-28,Nakit,7026.93,Gıda,Yemek
2024,Mart,20,2024-03-20,Dijital Cüzdan,4637.22,Fatura,Elektrik
2024,Şubat,5,2024-02-05,Nakit,6028.36,Fatura,Elektrik
2024,Mayıs,11,2024-05-11,Nakit,2188.03,Abonelikler,Yazılım
2024,Haziran,22,2024-06-22,Nakit,2950.7,Giyim,Ayakkabı
2024,Haziran,3,2024-06-03,Banka Kartı,1196.81,Gıda,Restoran
2024,Mayıs,27,2024-05-27,Banka Kartı,1.0,Giyim,Aksesuar
2024,Ocak,14,2024-01-14,Kredi Kartı,4605.97,Sağlık,Hastane
2024,Mart,11,2024-03-11,Nakit,2533.12,Abonelikler,Dergi
2024,Ocak,17,2024-01-17,Dijital Cüzdan,4043.4,Giyim,Aksesuar
2024,Şubat,14,2024-02-14,Kredi Kartı,4718.91,Gıda,Yemek
2024,Haziran,5,2024-06-05,Dijital Cüzdan,4901.51,Fatura,Elektrik
2024,Nisan,3,2024-04-03,Kredi Kartı,8654.0,Sağlık,Doktor
2024,Şubat,4,2024-02-04,Dijital Cüzdan,3563.88,Eğlence,Konser
2024,Haziran,17,2024-06-17,Dijital Cüzdan,7155.75,Eğlence,Konser
2024,Ocak,8,2024-01-08,Nakit,4208.77,Fatura,Su
2024,Mart,9,2024-03-09,Nakit,6581.52,Ulaşım,Benzin
2024,Nisan,12,2024-04-12,Kredi Kartı,7271.5,Gıda,Restoran
2024,Nisan,30,2024-04-30,Banka Kartı,6290.47,Abonelikler,Yazılım
2024,Şubat,10,2024-02-10,Kredi Kartı,1.0,Sağlık,İlaç
2024,Mayıs,23,2024-05-23,Nakit,2862.82,Fatura,Su
2024,Haziran,17,2024-06-17,Nakit,7877.22,Ulaşım,Benzin
2024,Nisan,9,2024-04-09,Nakit,2210.44,Eğlence,Etkinlik
2024,Nisan,22,2024-04-22,Kredi Kartı,4999.25,Fatura,Elektrik
2024,Ocak,15,2024-01-15,Kredi Kartı,1.0,Fatura,Su
2024,Nisan,17,2024-04-17,Banka Kartı,3337.8,Ulaşım,Toplu taşıma
2024,Şubat,29,2024-02-29,Banka Kartı,7937.23,Sağlık,Hastane
2024,Mart,21,2024-03-21,Nakit,2850.08,Abonelikler,Yazılım
2024,Şubat,24,2024-02-24,Dijital Cüzdan,792.23,Gıda,Yemek
2024,Mart,3,2024-03-03,Kredi Kartı,3732.48,Abonelikler,Dergi
2024,Nisan,1,2024-04-01,Dijital Cüzdan,6965.5,Ulaşım,Benzin
2024,Mart,21,2024-03-21,Dijital Cüzdan,7554.76,Eğlence,Konser
2024,Mart,30,2024-03-30,Nakit,8278.82,Ulaşım,Araç kiralama
2024,Mart,13,2024-03-13,Banka Kartı,5967.7,Gıda,Market alışverişi
2024,Ocak,18,2024-01-18,Kredi Kartı,7817.83,Eğlence,Etkinlik
2024,Şubat,29,2024-02-29,Nakit,1381.5,Eğlence,Sinema
2024,Ocak,30,2024-01-30,Nakit,5335.65,Giyim,Ayakkabı
2024,Ocak,28,2024-01-28,Nakit,2707.55,Ulaşım,Toplu taşıma
2024,Şubat,12,2024-02-12,Dijital Cüzdan,1803.87,Fatura,Su
2024,Ocak,19,2024-01-19,Nakit,3218.81,Abonelikler,Online hizmet
2024,Şubat,18,2024-02-18,Kredi Kartı,8053.39,Ulaşım,Araç kiralama
2024,Şubat,16,2024-02-16,Kredi Kartı,5339.45,Eğlence,Sinema
2024,Şubat,17,2024-02-17,Dijital Cüzdan,9232.09,Fatura,Elektrik
2024,Ocak,23,2024-01-23,Kredi Kartı,5688.11,Fatura,Elektrik
2024,Nisan,13,2024-04-13,Dijital Cüzdan,7156.18,Fatura,Elektrik
2024,Ocak,20,2024-01-20,Kredi Kartı,8086.43,Sağlık,İlaç
2024,Ocak,15,2024-01-15,Banka Kartı,4876.19,Gıda,Yemek
2024,Haziran,26,2024-06-26,Kredi Kartı,1110.72,Giyim,Aksesuar
2024,Haziran,16,2024-06-16,Banka Kartı,8088.24,Giyim,Kıyafet
2024,Ocak,12,2024-01-12,Banka Kartı,6213.9,Eğlence,Sinema
2024,Ocak,6,2024-01-06,Dijital Cüzdan,10022.97,Giyim,Aksesuar
2024,Mayıs,23,2024-05-23,Kredi Kartı,5638.28,Eğlence,Sinema
2024,Ocak,27,2024-01-27,Nakit,7484.87,Fatura,Su
2024,Ocak,7,2024-01-07,Nakit,4655.77,Abonelikler,Yazılım
2024,Ocak,12,2024-01-12,Banka Kartı,2993.93,Gıda,Restoran
2024,Ocak,24,2024-01-24,Kredi Kartı,6359.34,Eğlence,Etkinlik
2024,Ocak,5,2024-01-05,Banka Kartı,4153.74,Gıda,Restoran
2024,Mayıs,13,2024-05-13,Dijital Cüzdan,4099.37,Sağlık,İlaç
2024,Ocak,9,2024-01-09,Banka Kartı,5580.05,Abonelikler,Yazılım
2024,Haziran,22,2024-06-22,Nakit,4209.61,Gıda,Market alışverişi
2024,Şubat,11,2024-02-11,Banka Kartı,4417.79,Gıda,Yemek
2024,Şubat,19,2024-02-19,Kredi Kartı,10096.76,Fatura,Su
2024,Haziran,4,2024-06-04,Banka Kartı,2222.24,Giyim,Kıyafet
2024,Mart,23,2024-03-23,Dijital Cüzdan,6967.16,Sağlık,Doktor
2024,Ocak,21,2024-01-21,Dijital Cüzdan,8074.89,Abonelikler,Online hizmet
2024,Şubat,13,2024-02-13,Banka Kartı,1.0,Sağlık,İlaç
2024,Ocak,11,2024-01-11,Kredi Kartı,7490.38,Eğlence,Sinema
2024,Haziran,6,2024-06-06,Banka Kartı,1577.39,Fatura,Elektrik
2024,Haziran,3,2024-06-03,Banka Kartı,1909.02,Fatura,Doğalgaz
2024,Nisan,11,2024-04-11,Dijital Cüzdan,6609.06,Abonelikler,Online hizmet
2024,Nisan,21,2024-04-21,Dijital Cüzdan,6249.35,Eğlence,Sinema
2024,Ocak,22,2024-01-22,Nakit,4888.84,Fatura,Su
2024,Ocak,2,2024-01-02,Kredi Kartı,3563.98,Sağlık,Doktor
2024,Ocak,30,2024-01-30,Dijital Cüzdan,4181.91,Gıda,Market alışverişi
2024,Ocak,24,2024-01-24,Kredi Kartı,3911.1,Fatura,Su
2024,Mart,10,2024-03-10,Dijital Cüzdan,3384.38,Fatura,Su
2024,Mart,21,2024-03-21,Dijital Cüzdan,880.39,Ulaşım,Araç kiralama
2024,Mart,3,2024-03-03,Kredi Kartı,5484.0,Giyim,Kıyafet
2024,Mart,6,2024-03-06,Dijital Cüzdan,3863.62,Eğlence,Sinema
